date,RV_5m_BTCUSDT,RV_5m_ETHUSDT,RV_5m_LTCUSDT,RV_5m_XRPUSDT,LogRV_5m_BTCUSDT,LogRV_5m_ETHUSDT,LogRV_5m_LTCUSDT,LogRV_5m_XRPUSDT,daily_return_BTCUSDT,daily_return_ETHUSDT,daily_return_LTCUSDT,daily_return_XRPUSDT,daily_volume_BTCUSDT,daily_volume_ETHUSDT,daily_volume_LTCUSDT,daily_volume_XRPUSDT,valid_5min_bars_BTCUSDT,valid_5min_bars_ETHUSDT,valid_5min_bars_LTCUSDT,valid_5min_bars_XRPUSDT,valid_5min_returns_BTCUSDT,valid_5min_returns_ETHUSDT,valid_5min_returns_LTCUSDT,valid_5min_returns_XRPUSDT
2018-05-05,0.0008211587088868491,0.001610039098011961,0.0034470225857188316,0.0020498673564781425,-7.10479415429931,-6.431496815180047,-5.670244438895963,-6.189980191594392,0.015492464686580392,0.04531907517984254,0.059190914810975916,0.015358816065989614,24894.731176,128230.96832,225494.80346,16776640.72,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-06,0.0011110151139134227,0.0031728701239421217,0.004409549506750515,0.0033712631268439587,-6.80248116363463,-5.753118698532333,-5.4239827471788224,-5.692467789459641,-0.020635577242520787,-0.03042748093333429,-0.03898186240372808,-0.04263573438196748,27652.020985,166600.58252,197978.80084,15871702.43,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-07,0.001254237791242088,0.005233226654974892,0.002973708599676516,0.0034698444418277425,-6.681227227761021,-5.252727239712365,-5.817945418032406,-5.663645515184496,-0.03256590301979362,-0.05746697129202913,-0.04833004079616284,-0.05167811547322259,33663.945065,283785.26876,169802.08992,17295055.63,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-08,0.0010438509459597086,0.0027565400134839943,0.0022507937622508263,0.0020353993779269387,-6.864838570825846,-5.89377900362996,-6.0964723413123005,-6.197063224342119,-0.022327237735553115,-0.010875373592191796,-0.041302714754117315,-0.02549444454572833,25480.264509,134770.73803,111766.68083,12951810.52,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-09,0.0008504490038471639,0.0017259986884673305,0.002234511194976541,0.0034581954032453996,-7.06974610695341,-6.361949445610105,-6.103732779096925,-5.667008385438601,0.01460778726719182,0.0033711565135297735,-0.015323544313103326,-0.014017870277530283,25632.955607,111815.63388,96743.2635,13963989.66,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-10,0.0007471541520387167,0.0012735277987771798,0.001962273644574751,0.0017388414251737017,-7.199239031285037,-6.665964434354533,-6.233651454794383,-6.35453623455689,-0.03672911743956296,-0.04130684623487063,-0.060497565085433656,-0.06441864083330037,24996.877136,101882.90211,86624.12791,10133825.09,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-11,0.0019404486781100507,0.004799494970063481,0.004397639403929771,0.012922877595296452,-6.24483605475573,-5.339244580965486,-5.4266873809045375,-4.348756081255475,-0.057879119677559716,-0.05825831687886608,-0.07113259941485005,-0.08623332947961995,47535.393133,215581.68196000002,146173.31886,31143282.58,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-12,0.002655707172257585,0.005227596659860235,0.00502028579040547,0.00820854353630528,-5.9310443044785774,-5.2538036359935605,-5.294268416340123,-4.802579772314269,0.008190846620237538,0.010447450493782822,0.03896362958134174,0.0108876954091216,40130.310214,166526.7575,91715.90583,18172371.669999998,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-13,0.0016678086523219053,0.0030607641429760118,0.003389126647142119,0.005022384315255643,-6.396244697859863,-5.789090673939162,-5.687183016697815,-5.293850494640372,0.022452536988338823,0.060905837630847504,0.01614460058389539,0.06259062112815408,25534.631434,135628.37033,89397.124,17506672.65,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-14,0.0023880605160729548,0.004904560142345585,0.005845785865689141,0.006205519409463823,-6.037273741615035,-5.31758986514477,-5.142034241994195,-5.082316155454409,0.0007263116219106995,0.0006462657752209495,0.024167041867820496,-0.0008387820277404043,37279.92847,182659.28162,171022.89739,21690204.11,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-15,0.0015671191295224998,0.002073987281876623,0.002980307962214533,0.0027995753798453504,-6.458516293914377,-6.178282300882789,-5.815728640443799,-5.878287522999046,-0.025055719754200335,-0.03546742817990873,-0.056296901833185524,-0.05691245551856385,28023.459193,126952.04372,104999.329,12926251.61,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-16,0.0022776319003907715,0.002712003372384241,0.0019973051666313515,0.003975650587305212,-6.08461901551671,-5.910067665031517,-6.2159564231879525,-5.527566874254427,-0.015485717439380554,0.003119729128787677,-0.001151079263787528,0.02562844738621833,31083.761047,118673.17356,70152.16554,11176890.05,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-17,0.0011028774204223022,0.0016689210611968261,0.0016935906437801438,0.0023956929183575285,-6.809832676869795,-6.395577931887803,-6.3809043620251105,-6.034082770816779,-0.036644385748409045,-0.05923328964293421,-0.05133864140561397,-0.06611854151527032,25353.073525,106348.2807,57175.33936,9979690.75,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-18,0.0012335163329932764,0.0015373264348446981,0.0018348739267250336,0.00239366158689523,-6.697886380093663,-6.477710451911328,-6.300779504072887,-6.034931040278155,0.02691916994011762,0.03928308876305217,0.03198837871022749,0.033979917713305614,23341.473421,106086.33192,66226.4935,10046372.3,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-19,0.000641461022247848,0.0011314879890186441,0.0013676630540432626,0.0015313545795297787,-7.3517621345263375,-6.7842217071594355,-6.594651794912722,-6.481602588514569,-0.0023667874856810067,0.0031613763935740506,-0.01032076982758391,-0.009150303686944486,17129.963985,88602.58503,37772.05735,6734090.75,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-20,0.0005076581004686576,0.0007746119432709794,0.0010231555565675054,0.0014151090503566313,-7.5857023655762195,-7.163148371081285,-6.884863743389336,-6.56054868275997,0.03491718187423564,0.026372418563946134,0.03275640411280671,0.03743791666266129,19856.353329,85483.47535,46746.00434,8045605.66,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-21,0.00047114443672317715,0.0006803857582117737,0.000617888622862439,0.0011806282107745783,-7.660345849126338,-7.292850627685452,-7.389202337035527,-6.741708599310228,-0.018265007851104544,-0.027883768150483382,-0.04151002592877656,-0.036123046515626776,21406.426824,95675.4713,43297.3117,7891877.12,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-22,0.000583735088814079,0.0013294482772434747,0.001136326895376097,0.0014075945212099607,-7.446063291381754,-6.622991251201937,-6.779954239183951,-6.565873044105859,-0.051141097365579535,-0.08424490021560223,-0.04942666944208978,-0.05890589922911784,23671.94412,106929.42621,41713.56316,7555489.61,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-23,0.002204834362580237,0.005394473779720127,0.003113779889195969,0.00673144269196553,-6.117102891462584,-5.222380223357269,-5.771917892013334,-5.000965790844904,-0.06427480492468246,-0.10955827979043913,-0.08141295787738025,-0.07954100564541704,42841.563582,256578.06762,105542.23453,19953256.31,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-24,0.002893160723776363,0.005923968661610121,0.003117128985491894,0.0052693806602400785,-5.845405698092916,-5.128748672494337,-5.7708428974387935,-5.245842444921392,0.006930884762826883,0.034928235223084025,0.03216457644196335,0.056506841899646415,37733.0619,195316.84768,79078.85482000001,14174594.01,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-25,0.0014929040733134861,0.0032124519970925364,0.0019839184040865323,0.0035697351493480297,-6.507032012781596,-5.740720771100439,-6.222681397433654,-5.6352638735202065,-0.013848945437221696,-0.024661371930024725,-0.0302438229720415,-0.03991452190803119,26643.3519,117145.48079,98211.06207,20013231.94,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-26,0.000764011132368703,0.0014894083502303077,0.0010230323569178433,0.0012646024852965368,-7.176928196431807,-6.509376317592997,-6.884984162094654,-6.672997446268203,-0.01435388917344661,0.00623097637188736,0.00025330350116444493,0.007853011618314984,19390.737826,77136.72217,121241.23947,25792994.34,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-27,0.0005303140754158433,0.0010333459848827747,0.0008296513722729735,0.0011543121465931762,-7.542041129923353,-6.874953211831423,-7.094504977613102,-6.764250655624047,0.001831628485654181,-0.02658935196441331,-0.0029689973881541335,-0.005727080574196741,18611.85673,96668.00183,118700.29596,23582121.85,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-28,0.0009305917982132548,0.003465075230962211,0.0020090730268615803,0.002549806246376554,-6.9796898309574225,-5.665020934609966,-6.210081843455802,-5.971737904119496,-0.03347346550664744,-0.11039182563369354,-0.061165893818824396,-0.09902845496785943,27174.851842,152925.27189,74827.56221999999,29710089.69,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-29,0.0012591850108702382,0.0035433195995945,0.002918239806920217,0.003710342749220178,-6.677290583270452,-5.642691250959262,-5.836774649969009,-5.59663102112598,0.0462603597977042,0.0967494553353451,0.06852589229496052,0.08193622897834937,39302.327218,188276.7304,70596.71513,30768731.68,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-30,0.0006885467780466476,0.002873704058089772,0.0019299865747414416,0.0028589046586242786,-7.2809272986807425,-5.85215346841231,-6.250242231663916,-5.857316713653657,-0.01204089400942148,-0.01604107781043907,-0.0182653479772932,0.0023635950948412477,31981.688705,121823.89077,47459.47509,31231736.28,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-05-31,0.0008129866641047465,0.0014820872593084844,0.001233417661073233,0.0015028289072316283,-7.1147958506361615,-6.514303873741415,-6.697966375683535,-6.500406008202717,0.01592029207914506,0.03993469740601483,0.011311087128997201,0.023566325271344852,30595.375950999998,98965.29092,54414.54642,33448895.21,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-01,0.0007963196008757967,0.0013505912282857828,0.0010729463898704842,0.0009668384172517732,-7.135509942809202,-6.607212834783769,-6.837346778491794,-6.941479172386425,0.0032148373526666545,-0.0016566580719978047,0.01475175523129368,0.015910034677387854,28115.643958,83711.9295,51512.43606,34361237.18,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-02,0.0005563250848058603,0.0009004589490372013,0.0010147819720236727,0.0010853585209345813,-7.4941577478751755,-7.012605980131688,-6.89308149446505,-6.825844911608575,0.015132181773948346,0.018120367029867725,0.02676458914912351,0.03351049197133089,26633.165847,79914.19047,44947.64458,37052459.9,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-03,0.0003287818904036432,0.0010761418812322355,0.0010148901219154632,0.0014266350519744645,-8.02011597110536,-6.834372965124789,-6.892974925633454,-6.552436717432107,0.009379810247244267,0.04669524227716874,0.013495264656005644,0.06986786863043531,27471.534247,83848.54396,52675.37685,37093319.56,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-04,0.0005086738786977028,0.0014600094628873625,0.0008606533112078208,0.0036008615857586893,-7.583703454617807,-6.529312361168269,-7.057818791758469,-5.626582132499655,-0.030528298192588153,-0.04919132706386159,-0.048643045995499554,-0.056143588479291975,32188.343067,95693.14503,59410.79765,47848215.85,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-05,0.0006996698983973594,0.0017499494727749683,0.0014856403436775336,0.0024040829350964067,-7.2649019064355365,-6.348168363592112,-6.511909391134098,-6.030586763696104,0.01586019252152741,0.024230113862000958,0.017170638135683213,0.02497428394106883,31673.283162,88590.2791,48795.83424,42390255.14,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-06,0.0006344453781085395,0.0011386530701729947,0.0014792269091891135,0.00162294345645616,-7.362759359450672,-6.7779092316315666,-6.516235685662901,-6.423513829346039,0.002316346960776339,-0.00477947218879915,-0.006801911084303539,-0.004425735655917754,27081.515358,69467.30208,36608.59542,34229645.44,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-07,0.00028976791586785705,0.0006965263397961136,0.0010030058085490573,0.0008451260901236723,-8.146430242046641,-7.269404946656779,-6.904753977846574,-7.076024721474636,0.00307059878284987,-0.005356110928323,-0.0004935428248573949,0.004971306918220834,24957.144015,59996.33873,39568.53849,34877521.77,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-08,0.0002995350014139599,0.0005550713086769778,0.0006092261930509083,0.0006440317970118411,-8.113279277741785,-7.496413966566982,-7.403320940410461,-7.34776245728408,-0.010435350580336912,-0.009856390408694696,-0.016573133724870313,-0.005859898828846789,23337.14781,49067.30311,28947.80409,32017141.45,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-09,0.0003212549121363749,0.00038895415525912685,0.000548026849856312,0.0004654569046933967,-8.043275628062066,-7.852049071524319,-7.509186274303639,-7.672491041916291,-0.016857194503495203,-0.011787823977782799,-0.02073748763604307,-0.025085806629274236,19297.697729,38783.4637,16937.48043,31262831.7,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-10,0.002521607707322036,0.004661678081996859,0.004200892792303782,0.006089153242006831,-5.982858601388336,-5.368379792018945,-5.472458206448347,-5.101246247484537,-0.09537615904615047,-0.11742045061190642,-0.08959069232211757,-0.11738395563554363,51944.841038,186974.19939,88284.6087,47489838.76,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-11,0.001188269702174752,0.002773396910101486,0.002688532837663312,0.003705056603832808,-6.735257060933106,-5.88768238840388,-5.918759647296554,-5.59805674239322,0.020055715199150403,0.022289495131642578,0.016933612529439673,0.0415070769132659,34233.321741,144583.98395,55919.87638,23443971.31,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-12,0.001363656437913625,0.0029864477473503775,0.004266579554070852,0.0035513216047506836,-6.597585628916671,-5.813670641893277,-5.456942813713369,-5.640435461464999,-0.0470574599370455,-0.07046035404525171,-0.06946092672601352,-0.06936957038542284,36572.029137,157566.98919,73155.39476,29248967.95,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-13,0.003172867985741327,0.004791779511443335,0.005065790420188452,0.0059193444060437524,-5.7531193724337,-5.340853430821182,-5.285245097940903,-5.129529578271997,-0.038673355065489454,-0.03821148555560827,-0.06459207009471789,-0.04927468691950858,46101.767091,181060.22275,168075.51714,36604576.85,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-14,0.0019704356419772097,0.00664841637564898,0.003859840686104686,0.005969796339158899,-6.229500622112657,-5.01337659152371,-5.557129369127948,-5.121042466035749,0.04991436765043082,0.08381456792734741,0.07394023169356724,0.04907889669841249,44387.233703,205514.19759,177586.573,34906651.3,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-15,0.0010016895515177376,0.002374841421847347,0.002197697346638477,0.0026779138508323153,-6.90606715215263,-6.042824613052137,-6.12034512691345,-5.922717201075874,-0.03835555790965897,-0.06531004996911778,-0.05351595334010785,-0.046554154182778834,29897.130122,159891.86137,155784.35175,25584746.1,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-16,0.0007188706084851574,0.0012598488808727962,0.0015044981375423483,0.0015624177495937913,-7.237829175429225,-6.676763500233121,-6.4992958991549274,-6.4615208173592045,0.013167787601350338,0.018202265847493654,0.007997965251348056,-0.0010130952800765415,22120.897374,130651.03683,129597.01696,26198107.2,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-17,0.0003438992932793716,0.0005855810327088429,0.000795043859164292,0.0010230709923393696,-7.975161692638157,-7.442905983633945,-7.137113274813775,-6.884946397216837,-0.005996303330509225,0.0008451895136177438,-0.019503147253253257,-0.01175194903637755,19808.063956,117195.60482,119330.25942,33321850.3,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-18,0.001699070875917727,0.0016790033959654645,0.002270367606668674,0.002894834589797746,-6.3776737203186,-6.389554877681237,-6.0878135188957065,-5.844827305756093,0.039107378118410634,0.040906465700548865,0.03778709082510109,0.023078452895334053,31744.374889,143632.69456,161313.87927,33778122.0,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-19,0.00034474228950852445,0.0009791295789840183,0.001033760174290438,0.0012640800225468274,-7.972713404097763,-6.928846564658277,-6.87455246858854,-6.673410675493391,0.0038911364589933437,0.036959205520950056,-0.0016202535190171794,0.017179961603168203,24265.765594,147942.9335,129714.65204,28754280.2,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-20,0.0005330454427434464,0.0012440303858410327,0.001085468253242362,0.0014063653471523502,-7.536903877126229,-6.68939885824239,-6.8257438143592895,-6.566746670022657,0.003334691927872673,-0.002866398120867044,-0.009978700049896195,-0.018177139173653517,26318.213318,123489.28935,141629.21825,34490525.6,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
2018-06-21,0.00023810039498521005,0.0007137443779785365,0.0006211482060949063,0.0006641127746715477,-8.34281814136822,-7.244985672361616,-7.383940845737303,-7.317058580030672,-0.004760308742616264,-0.018490801548785404,-0.009978993358313894,-0.008957646375705706,25353.93034,79625.14206,137087.70592,29753644.9,288.0,288.0,288.0,288.0,287.0,287.0,287.0,287.0
